SPI	SPI Implementations
com.sun.jersey.spi.container.WebApplicationProvider	com.sun.jersey.server.impl.container.WebApplicationProviderImpl,com.sun.jersey:jersey-server:1.9
com.sun.jersey.spi.container.WebApplicationProvider	com.sun.jersey.server.impl.container.WebApplicationProviderImpl;com.sun.jersey:jersey-server:1.9
lombok.core.runtimeDependencies.RuntimeDependencyInfo	lombok.core.handlers.SneakyThrowsAndCleanupDependencyInfo;org.projectlombok:lombok:1.18.8
lombok.core.runtimeDependencies.RuntimeDependencyInfo	lombok.core.handlers.SneakyThrowsAndCleanupDependencyInfo;org.projectlombok:lombok:1.16.10
com.sun.jdi.connect.spi.TransportService	,com.sun:tools:1.8
com.sun.jdi.connect.spi.TransportService	,com.alibaba:tools:1.8.0
javax.xml.stream.XMLEventFactory	com.ctc.wstx.stax.WstxEventFactory;com.fasterxml.woodstox:woodstox-core:5.0.3
javax.xml.stream.XMLEventFactory	org.apache.xerces.stax.XMLEventFactoryImpl;xerces:xercesImpl:2.10.0
javax.xml.stream.XMLEventFactory	com.ctc.wstx.stax.WstxEventFactory,org.codehaus.woodstox:woodstox-core-asl:4.4.1
javax.xml.stream.XMLEventFactory	com.ctc.wstx.stax.WstxEventFactory;org.codehaus.woodstox:woodstox-core-asl:4.4.1
org.apache.kafka.common.config.provider.ConfigProvider	,org.apache.kafka:kafka-clients:2.7.0
javax.xml.bind.JAXBContextFactory	com.sun.xml.bind.v2.JAXBContextFactory;com.sun.xml.bind:jaxb-impl:2.3.3
org.jboss.shrinkwrap.resolver.api.loadable.ServiceLoader	org.jboss.shrinkwrap.resolver.api.loadable.SpiServiceLoader,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api:2.2.6
ucar.nc2.IOServiceProvider	 ucar.nc2.nc2.grib.grib1.Grib1Iosp;edu.ucar:grib:4.5.5
javax.xml.parsers.SAXParserFactory	org.apache.xerces.jaxp.SAXParserFactoryImpl;xerces:xercesImpl:2.10.0
javax.xml.parsers.SAXParserFactory	org.apache.xerces.jaxp.SAXParserFactoryImpl;xerces:xercesImpl:2.8.1
javax.xml.parsers.SAXParserFactory	org.apache.xerces.jaxp.SAXParserFactoryImpl,xerces:xercesImpl:2.8.1
org.junit.platform.engine.TestEngine	org.junit.jupiter.engine.JupiterTestEngine,org.junit.jupiter:junit-jupiter-engine:5.7.0
org.junit.platform.engine.TestEngine	org.junit.vintage.engine.VintageTestEngine,org.junit.vintage:junit-vintage-engine:5.7.0
org.apache.orc.DataMask$Provider	org.apache.orc.impl.mask.MaskProvider;org.apache.orc:orc-core:1.5.6
org.apache.orc.DataMask$Provider	org.apache.orc.impl.mask.MaskProvider,org.apache.orc:orc-core:1.5.6
org.jboss.shrinkwrap.resolver.spi.format.FormatProcessor	org.jboss.shrinkwrap.resolver.spi.format.FileFormatProcessor,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven:2.2.6
org.jboss.shrinkwrap.resolver.spi.format.FormatProcessor	org.jboss.shrinkwrap.resolver.impl.maven.archive.ArchiveFormatProcessor,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven-archive:2.2.6
org.apache.logging.log4j.util.PropertySource	org.apache.logging.log4j.util.EnvironmentPropertySource;org.apache.logging.log4j:log4j-api:2.11.2
org.apache.logging.log4j.util.PropertySource	org.apache.logging.log4j.util.EnvironmentPropertySource,org.apache.logging.log4j:log4j-api:2.13.3
org.apache.logging.log4j.util.PropertySource	org.apache.logging.log4j.util.EnvironmentPropertySource,org.apache.logging.log4j:log4j-api:2.13.2
org.apache.logging.log4j.util.PropertySource	org.apache.logging.log4j.util.EnvironmentPropertySource;org.apache.logging.log4j:log4j-api:2.13.2
org.apache.juli.logging.Log	org.eclipse.jetty.apache.jsp.JuliLog;org.eclipse.jetty:jetty-runner:9.3.20.v20170531
org.apache.juli.logging.Log	org.eclipse.jetty.apache.jsp.JuliLog,org.eclipse.jetty:apache-jsp:9.3.20.v20170531
org.apache.juli.logging.Log	org.eclipse.jetty.apache.jsp.JuliLog;org.eclipse.jetty:apache-jsp:9.3.20.v20170531
org.apache.juli.logging.Log	org.eclipse.jetty.apache.jsp.JuliLog,org.eclipse.jetty:jetty-runner:9.3.20.v20170531
org.apache.hadoop.hbase.replication.regionserver.MetricsReplicationSource	org.apache.hadoop.hbase.replication.regionserver.MetricsReplicationSourceImpl;org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.apache.hadoop.hbase.replication.regionserver.MetricsReplicationSource	org.apache.hadoop.hbase.replication.regionserver.MetricsReplicationSourceImpl,org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.jboss.shrinkwrap.api.serialization.SerializableView	implementingClassName=org.jboss.shrinkwrap.impl.base.serialization.ZipSerializableViewImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.apache.jsp.JettyJasperInitializer;org.eclipse.jetty:apache-jsp:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	com.sun.jersey.server.impl.container.servlet.JerseyServletContainerInitializer;com.sun.jersey:jersey-servlet:1.19
javax.servlet.ServletContainerInitializer	io.undertow.servlet.sse.ServerSentEventSCI;io.undertow:undertow-servlet:2.0.29.Final
javax.servlet.ServletContainerInitializer	org.apache.logging.log4j.web.Log4jServletContainerInitializer,org.apache.logging.log4j:log4j-web:2.10.0
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer,org.springframework:spring-web:4.3.7.RELEASE
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer,org.springframework:spring-web:4.3.20.RELEASE
javax.servlet.ServletContainerInitializer	com.sun.jersey.server.impl.container.servlet.JerseyServletContainerInitializer,com.sun.jersey:jersey-server:1.9
javax.servlet.ServletContainerInitializer	org.apache.tomcat.embed:tomcat-embed-websocket:9.0.26
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer,org.eclipse.jetty.websocket:websocket-server:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	org.apache.jasper.runtime.TldScanner;org.glassfish.web:javax.servlet.jsp:2.3.2
javax.servlet.ServletContainerInitializer	org.apache.jasper.runtime.TldScanner,org.glassfish.web:javax.servlet.jsp:2.3.2
javax.servlet.ServletContainerInitializer	ch.qos.logback.classic.servlet.LogbackServletContainerInitializer;ch.qos.logback:logback-classic:1.2.5
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:4.3.20.RELEASE
javax.servlet.ServletContainerInitializer	ch.qos.logback.classic.servlet.LogbackServletContainerInitializer;ch.qos.logback:logback-classic:1.2.3
javax.servlet.ServletContainerInitializer	com.sun.jersey.server.impl.container.servlet.JerseyServletContainerInitializer,com.sun.jersey:jersey-servlet:1.19
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer;org.eclipse.jetty.websocket:websocket-server:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:5.1.14.RELEASE
javax.servlet.ServletContainerInitializer	org.apache.logging.log4j.web.Log4jServletContainerInitializer;org.apache.logging.log4j:log4j-web:2.10.0
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:4.3.8.RELEASE
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:4.3.7.RELEASE
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer;org.eclipse.jetty:jetty-runner:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:5.1.10.RELEASE
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.apache.jsp.JettyJasperInitializer,org.eclipse.jetty:apache-jsp:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	ch.qos.logback.classic.servlet.LogbackServletContainerInitializer,ch.qos.logback:logback-classic:1.2.3
javax.servlet.ServletContainerInitializer	org.apache.myfaces.ee6.MyFacesContainerInitializer,org.apache.myfaces.core:myfaces-impl:2.2.9
javax.servlet.ServletContainerInitializer	com.sun.jersey.server.impl.container.servlet.JerseyServletContainerInitializer;com.sun.jersey:jersey-server:1.9
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:4.2.5.RELEASE
javax.servlet.ServletContainerInitializer	org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer,org.eclipse.jetty:jetty-runner:9.3.20.v20170531
javax.servlet.ServletContainerInitializer	org.springframework.web.SpringServletContainerInitializer;org.springframework:spring-web:5.1.0.RELEASE
org.apache.cxf.bus.factory	org.apache.cxf.bus.spring.SpringBusFactory,org.apache.cxf:cxf-core:3.1.2
org.apache.cxf.bus.factory	org.apache.cxf.bus.spring.SpringBusFactory;org.apache.cxf:cxf-core:3.1.2
javax.xml.bind.JAXBContext	com.sun.xml.bind.v2.ContextFactory;com.sun.xml.bind:jaxb-impl:2.2.3-1
javax.xml.bind.JAXBContext	com.sun.xml.bind.v2.ContextFactory;com.sun.xml.bind:jaxb-impl:2.2.11
javax.xml.bind.JAXBContext	com.sun.xml.bind.v2.ContextFactory,com.sun.xml.bind:jaxb-impl:2.2.3-1
javax.xml.bind.JAXBContext	com.sun.xml.bind.v2.ContextFactory;com.sun.xml.bind:jaxb-impl:2.3.3
org.jboss.shrinkwrap.api.exporter.TarGzExporter	implementingClassName=org.jboss.shrinkwrap.impl.base.exporter.tar.TarGzExporterImpl,org.jboss.shrinkwrap:shrinkwrap-impl-base:1.2.6
com.sun.jersey.spi.StringReaderProvider	com.sun.jersey.server.impl.model.parameter.multivalued.StringReaderProviders$TypeFromStringEnum,com.sun.jersey:jersey-server:1.9
com.sun.jersey.spi.StringReaderProvider	com.sun.jersey.server.impl.model.parameter.multivalued.StringReaderProviders$TypeFromStringEnum;com.sun.jersey:jersey-server:1.9
org/apache/	null,org.apache.activemq:activemq-client:5.16.0
org/apache/activemq/transport/mock	class=org.apache.activemq.transport.mock.MockTransportFactory,org.apache.activemq:activemq-client:5.16.0
org.apache.bval.jsr.metadata.MetadataSource	org.apache.bval.jsr.xml.ValidationMappingParser,org.apache.bval:bval-jsr:2.0.5
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.WindowsAttachProvider;com.sun:tools:1.8
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.WindowsAttachProvider,com.sun:tools:1.8
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.BsdAttachProvider;com.alibaba:tools:1.8.0
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.BsdAttachProvider,com.sun:tools:1.8
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.BsdAttachProvider;com.sun:tools:1.8.0
com.sun.tools.attach.spi.AttachProvider	sun.tools.attach.BsdAttachProvider,com.alibaba:tools:1.8.0
org.xml.sax.driver	org.apache.xerces.parsers.SAXParser;xerces:xercesImpl:2.8.1
org.xml.sax.driver	org.apache.xerces.parsers.SAXParser,xerces:xercesImpl:2.8.1
org.xml.sax.driver	org.apache.xerces.parsers.SAXParser;xerces:xercesImpl:2.10.0
org.apache.hadoop.hbase.master.MetricsMasterSourceFactory	org.apache.hadoop.hbase.master.MetricsMasterSourceFactoryImpl;org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.apache.hadoop.hbase.master.MetricsMasterSourceFactory	org.apache.hadoop.hbase.master.MetricsMasterSourceFactoryImpl,org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
io.undertow.server.handlers.builder.HandlerBuilder	io.undertow.server.handlers.builder.RewriteHandlerBuilder;io.undertow:undertow-core:2.0.29.Final
io.undertow.server.handlers.builder.HandlerBuilder	io.undertow.servlet.handlers.MarkSecureHandler$Builder;io.undertow:undertow-servlet:2.0.29.Final
org/apache/activemq/transport/multicast	class=org.apache.activemq.transport.multicast.MulticastTransportFactory,org.apache.activemq:activemq-client:5.16.0
org.ehcache.xml.CacheServiceConfigurationParser	org.ehcache.jsr107.internal.Jsr107CacheConfigurationParser,org.ehcache:ehcache:3.3.1
org.ehcache.xml.CacheServiceConfigurationParser	org.ehcache.jsr107.internal.Jsr107CacheConfigurationParser;org.ehcache:ehcache:3.3.1
org.apache.abdera.factory.ExtensionFactory	org.apache.abdera.protocol.error.ErrorExtensionFactory;org.apache.abdera:abdera-core:1.1.3
org.apache.hadoop.hbase.zookeeper.MetricsZooKeeperSource	org.apache.hadoop.hbase.zookeeper.MetricsZooKeeperSourceImpl;org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org.apache.hadoop.hbase.zookeeper.MetricsZooKeeperSource	org.apache.hadoop.hbase.zookeeper.MetricsZooKeeperSourceImpl,org.apache.hbase:hbase-hadoop2-compat:2.0.0-alpha4
org/	null,org.apache.activemq:activemq-client:5.16.0
